index,specimen,time,x,yOrig,yTrans,rho,hit_miss_y
1,1,1,-0.049376987,1,0,0.933744805,0
2,1,2.01010101,-0.032104668,0.22681914,-1.2224581,0.933744805,0
3,1,3.02020202,-0.014832348,0.871161847,-0.135390848,0.933744805,0
4,1,4.03030303,0.002439971,2.663756665,1.121545683,0.933744805,0
5,1,5.04040404,0.01971229,4.92127885,1.991342984,0.933744805,0
6,1,6.050505051,0.03698461,2.053000627,0.793901057,0.933744805,0
7,1,7.060606061,0.054256929,2.022556119,0.775794767,0.933744805,0
8,1,8.070707071,0.071529248,15.53146598,4.063480365,0.933744805,0
9,1,9.080808081,0.088801567,0.375638495,-0.860394043,0.933744805,0
10,1,10.09090909,0.106073887,13.6611774,3.799004069,0.933744805,0
11,1,11.1010101,0.123346206,11.62998944,3.479904742,0.933744805,0
12,1,12.11111111,0.140618525,23.23188047,4.955521094,0.933744805,0
13,1,13.12121212,0.157890845,10.2498042,3.239012924,0.933744805,0
14,1,14.13131313,0.175163164,26.10652839,5.232611919,0.933744805,0
15,1,15.14141414,0.192435483,68.61857643,7.896763909,0.933744805,0
16,1,16.15151515,0.209707803,24.39963455,5.070944886,0.933744805,0
17,1,17.16161616,0.226980122,78.99640239,8.346384072,0.933744805,0
18,1,18.17171717,0.244252441,35.00041068,5.968734945,0.933744805,0
19,1,19.18181818,0.261524761,68.74230675,7.902407922,0.933744805,0
20,1,20.19191919,0.27879708,140.8149262,10.38176758,0.933744805,0
21,1,21.2020202,0.296069399,21.02095145,4.724836749,0.933744805,0
22,1,22.21212121,0.313341719,200.3119311,11.7879249,0.933744805,1
23,1,23.22222222,0.330614038,311.575781,13.7504354,0.933744805,1
24,1,24.23232323,0.347886357,262.2401132,12.95667999,0.933744805,1
25,1,25.24242424,0.365158677,614.833758,17.26641149,0.933744805,1
26,1,26.25252525,0.382430996,581.7635216,16.95570023,0.933744805,1
27,1,27.26262626,0.399703315,512.7046401,16.26272505,0.933744805,1
28,1,28.27272727,0.416975635,684.5122253,17.88314075,0.933744805,1
29,1,29.28282828,0.434247954,527.9892373,16.42171872,0.933744805,1
30,1,30.29292929,0.451520273,891.8293193,19.48157428,0.933744805,1
31,1,31.3030303,0.468792593,948.5291302,19.87065664,0.933744805,1
32,1,32.31313131,0.486064912,1050.100801,20.52714373,0.933744805,1
33,1,33.32323232,0.503337231,1252.395515,21.70757046,0.933744805,1
34,1,34.33333333,0.52060955,1240.961835,21.64472308,0.933744805,1
35,1,35.34343434,0.53788187,1263.594927,21.76872538,0.933744805,1
36,1,36.35353535,0.555154189,1409.843424,22.53318749,0.933744805,1
37,1,37.36363636,0.572426508,1600.725266,23.44829297,0.933744805,1
38,1,38.37373737,0.589698828,2250.897331,26.06584638,0.933744805,1
39,1,39.38383838,0.606971147,1333.290044,22.14066258,0.933744805,1
40,1,40.39393939,0.624243466,1828.041145,24.43942953,0.933744805,1
41,1,41.4040404,0.641515786,1920.92545,24.81856544,0.933744805,1
42,1,42.41414141,0.658788105,2180.521708,25.81161981,0.933744805,1
43,1,43.42424242,0.676060424,2302.661561,26.24916107,0.933744805,1
44,1,44.43434343,0.693332744,2484.348591,26.86968796,0.933744805,1
45,1,45.44444444,0.710605063,2760.578238,27.75249591,0.933744805,1
46,1,46.45454545,0.727877382,2907.573819,28.19621221,0.933744805,1
47,1,47.46464646,0.745149702,2770.471423,27.78289347,0.933744805,1
48,1,48.47474747,0.762422021,2808.815183,27.89996425,0.933744805,1
49,1,49.48484848,0.77969434,3523.528214,29.89482263,0.933744805,1
50,1,50.49494949,0.79696666,3677.300848,30.28457021,0.933744805,1
51,1,51.50505051,0.814238979,3841.802614,30.68855498,0.933744805,1
52,1,52.51515152,0.831511298,4415.747296,32.00609261,0.933744805,1
53,1,53.52525253,0.848783618,4528.764666,32.25059062,0.933744805,1
54,1,54.53535354,0.866055937,4527.621721,32.24814043,0.933744805,1
55,1,55.54545455,0.883328256,4764.636306,32.74686175,0.933744805,1
56,1,56.55555556,0.900600575,5214.65155,33.64599176,0.933744805,1
57,1,57.56565657,0.917872895,5337.141632,33.88086685,0.933744805,1
58,1,58.57575758,0.935145214,5698.873265,34.55227047,0.933744805,1
59,1,59.58585859,0.952417533,6011.398944,35.1077254,0.933744805,1
60,1,60.5959596,0.969689853,6196.751809,35.42725998,0.933744805,1
61,1,61.60606061,0.986962172,6573.764991,36.05626765,0.933744805,1
62,1,62.61616162,1.004234491,6790.277205,36.40566827,0.933744805,1
63,1,63.62626263,1.021506811,7171.040067,37.00088924,0.933744805,1
64,1,64.63636364,1.03877913,7400.941576,37.34918476,0.933744805,1
65,1,65.64646465,1.056051449,7830.8707,37.97987043,0.933744805,1
66,1,66.65656566,1.073323769,8294.733099,38.63259515,0.933744805,1
67,1,67.66666667,1.090596088,8316.907698,38.66312374,0.933744805,1
68,1,68.67676768,1.107868407,8999.85193,39.57555208,0.933744805,1
69,1,69.68686869,1.125140727,9575.846913,40.3065709,0.933744805,1
70,1,70.6969697,1.142413046,9952.944096,40.76793762,0.933744805,1
71,1,71.70707071,1.159685365,10265.79054,41.1411058,0.933744805,1
72,1,72.71717172,1.176957685,10589.15627,41.518196,0.933744805,1
73,1,73.72727273,1.194230004,11186.72099,42.19347534,0.933744805,1
74,1,74.73737374,1.211502323,11582.06122,42.62588205,0.933744805,1
75,1,75.74747475,1.228774643,12261.8001,43.34480676,0.933744805,1
76,1,76.75757576,1.246046962,13112.0536,44.20421778,0.933744805,1
77,1,77.76767677,1.263319281,13038.15805,44.13116883,0.933744805,1
78,1,78.77777778,1.280591601,13417.00387,44.50253345,0.933744805,1
79,1,79.78787879,1.29786392,14773.74716,45.77276723,0.933744805,1
80,1,80.7979798,1.315136239,14832.73354,45.82602607,0.933744805,1
81,1,81.80808081,1.332408558,15163.58082,46.12191656,0.933744805,1
82,1,82.81818182,1.349680878,16095.58385,46.9308579,0.933744805,1
83,1,83.82828283,1.366953197,16590.15591,47.34630989,0.933744805,1
84,1,84.83838384,1.384225516,17681.93804,48.23239209,0.933744805,1
85,1,85.84848485,1.401497836,17977.76147,48.46557733,0.933744805,1
86,1,86.85858586,1.418770155,19216.69186,49.41279808,0.933744805,1
87,1,87.86868687,1.436042474,19332.28969,49.4988802,0.933744805,1
88,1,88.87878788,1.453314794,20461.78825,50.32082714,0.933744805,1
89,1,89.88888889,1.470587113,20344.80864,50.23726113,0.933744805,1
90,1,90.8989899,1.487859432,21742.02268,51.21334893,0.933744805,1
91,1,91.90909091,1.505131752,22276.99618,51.57495874,0.933744805,1
92,1,92.91919192,1.522404071,22975.81826,52.03789269,0.933744805,1
93,1,93.92929293,1.53967639,23812.69635,52.57894803,0.933744805,1
94,1,94.93939394,1.55694871,24652.92784,53.10838181,0.933744805,1
95,1,95.94949495,1.574221029,25765.36399,53.78943678,0.933744805,1
96,1,96.95959596,1.591493348,26059.20462,53.96573812,0.933744805,1
97,1,97.96969697,1.608765668,26665.80356,54.32515088,0.933744805,1
98,1,98.97979798,1.626037987,27739.33407,54.94685644,0.933744805,1
99,1,99.98989899,1.643310306,29137.36076,55.73068399,0.933744805,1
100,1,101,1.660582626,29852.11055,56.12085407,0.933744805,1
101,2,1,0.082631335,1,0,0.949681593,0
102,2,2.01010101,0.096800763,13.86589409,3.829195619,0.949681593,0
103,2,3.02020202,0.110970191,20.04874428,4.617760963,0.949681593,0
104,2,4.03030303,0.125139619,32.60969798,5.785720593,0.949681593,0
105,2,5.04040404,0.139309047,3.395477996,1.448339359,0.949681593,0
106,2,6.050505051,0.153478475,46.6461939,6.748710548,0.949681593,0
107,2,7.060606061,0.167647903,27.53901828,5.362434153,0.949681593,0
108,2,8.070707071,0.181817331,20.82228653,4.703254898,0.949681593,0
109,2,9.080808081,0.195986759,54.4014658,7.191894973,0.949681593,0
110,2,10.09090909,0.210156187,35.4641286,6.003169238,0.949681593,0
111,2,11.1010101,0.224325615,27.49813757,5.358798424,0.949681593,0
112,2,12.11111111,0.238495043,48.06540403,6.833637359,0.949681593,0
113,2,13.12121212,0.252664471,128.7397013,10.04490051,0.949681593,0
114,2,14.13131313,0.266833899,147.511007,10.55955736,0.949681593,0
115,2,15.14141414,0.281003327,114.4431072,9.614800092,0.949681593,0
116,2,16.15151515,0.295172755,168.4157522,11.07919385,0.949681593,1
117,2,17.16161616,0.309342183,206.3015188,11.91165233,0.949681593,1
118,2,18.17171717,0.323511611,365.5396007,14.51965957,0.949681593,1
119,2,19.18181818,0.337681039,285.3567109,13.34106139,0.949681593,1
120,2,20.19191919,0.351850467,460.9623539,15.69737644,0.949681593,1
121,2,21.2020202,0.366019894,662.3333667,17.69201735,0.949681593,1
122,2,22.21212121,0.380189322,550.7668089,16.65253482,0.949681593,1
123,2,23.22222222,0.39435875,460.0111363,15.68655883,0.949681593,1
124,2,24.23232323,0.408528178,547.9724279,16.62459748,0.949681593,1
125,2,25.24242424,0.422697606,651.7518326,17.59918244,0.949681593,1
126,2,26.25252525,0.436867034,644.7074112,17.53676788,0.949681593,1
127,2,27.26262626,0.451036462,739.7980912,18.34062111,0.949681593,1
128,2,28.27272727,0.46520589,639.9027846,17.49391207,0.949681593,1
129,2,29.28282828,0.479375318,886.8072034,19.4462498,0.949681593,1
130,2,30.29292929,0.493544746,858.4636108,19.24410106,0.949681593,1
131,2,31.3030303,0.507714174,864.4154619,19.2869499,0.949681593,1
132,2,32.31313131,0.521883602,774.9491956,18.61865119,0.949681593,1
133,2,33.32323232,0.53605303,1191.118416,21.36570377,0.949681593,1
134,2,34.33333333,0.550222458,1046.927364,20.50735076,0.949681593,1
135,2,35.34343434,0.564391886,1120.831966,20.9573809,0.949681593,1
136,2,36.35353535,0.578561314,1149.201443,21.12437994,0.949681593,1
137,2,37.36363636,0.592730742,1243.534993,21.65890368,0.949681593,1
138,2,38.37373737,0.60690017,945.4098184,19.84969941,0.949681593,1
139,2,39.38383838,0.621069598,1323.5712,22.08966161,0.949681593,1
140,2,40.39393939,0.635239026,1363.841365,22.29923772,0.949681593,1
141,2,41.4040404,0.649408454,1596.889774,23.43071171,0.949681593,1
142,2,42.41414141,0.663577882,1229.228585,21.57978805,0.949681593,1
143,2,43.42424242,0.67774731,1727.911913,24.01462672,0.949681593,1
144,2,44.43434343,0.691916738,1827.422798,24.43685892,0.949681593,1
145,2,45.44444444,0.706086165,2111.771778,25.55741466,0.949681593,1
146,2,46.45454545,0.720255593,2036.421311,25.2717668,0.949681593,1
147,2,47.46464646,0.734425021,2026.795147,25.23472172,0.949681593,1
148,2,48.47474747,0.748594449,1960.636707,24.97658117,0.949681593,1
149,2,49.48484848,0.762763877,2182.614151,25.81926437,0.949681593,1
150,2,50.49494949,0.776933305,2004.57614,25.14872165,0.949681593,1
151,2,51.50505051,0.791102733,2508.2513,26.9488328,0.949681593,1
152,2,52.51515152,0.805272161,2675.767771,27.48858981,0.949681593,1
153,2,53.52525253,0.819441589,2811.505305,27.9081338,0.949681593,1
154,2,54.53535354,0.833611017,2991.537086,28.44235411,0.949681593,1
155,2,55.54545455,0.847780445,3128.898966,28.83437847,0.949681593,1
156,2,56.55555556,0.861949873,3291.39918,29.28224552,0.949681593,1
157,2,57.56565657,0.876119301,3412.840984,29.60652161,0.949681593,1
158,2,58.57575758,0.890288729,3468.801288,29.75311783,0.949681593,1
159,2,59.58585859,0.904458157,3733.190855,30.42327866,0.949681593,1
160,2,60.5959596,0.918627585,3729.374489,30.41385556,0.949681593,1
161,2,61.60606061,0.932797013,4030.023474,31.13558513,0.949681593,1
162,2,62.61616162,0.946966441,4196.412558,31.51824205,0.949681593,1
163,2,63.62626263,0.961135869,4334.221724,31.82687159,0.949681593,1
164,2,64.63636364,0.975305297,4193.30079,31.51118824,0.949681593,1
165,2,65.64646465,0.989474725,4661.15098,32.53139026,0.949681593,1
166,2,66.65656566,1.003644153,4854.522552,32.93126265,0.949681593,1
167,2,67.66666667,1.017813581,5243.321218,33.70132404,0.949681593,1
168,2,68.67676768,1.031983008,5150.897621,33.52214635,0.949681593,1
169,2,69.68686869,1.046152436,5725.43451,34.6003306,0.949681593,1
170,2,70.6969697,1.060321864,5716.144574,34.58353986,0.949681593,1
171,2,71.70707071,1.074491292,6008.157356,35.10207355,0.949681593,1
172,2,72.71717172,1.08866072,6085.602754,35.23649899,0.949681593,1
173,2,73.72727273,1.102830148,6585.430345,36.07530527,0.949681593,1
174,2,74.73737374,1.116999576,6433.017781,35.82460375,0.949681593,1
175,2,75.74747475,1.131169004,5992.580595,35.07488366,0.949681593,1
176,2,76.75757576,1.145338432,7191.250734,37.03183203,0.949681593,1
177,2,77.76767677,1.15950786,7198.588358,37.04305032,0.949681593,1
178,2,78.77777778,1.173677288,7565.464757,37.59361461,0.949681593,1
179,2,79.78787879,1.187846716,7922.637034,38.11119711,0.949681593,1
180,2,80.7979798,1.202016144,7992.20917,38.21002356,0.949681593,1
181,2,81.80808081,1.216185572,8433.291477,38.82238648,0.949681593,1
182,2,82.81818182,1.230355,8432.582473,38.82142113,0.949681593,1
183,2,83.82828283,1.244524428,8937.590279,39.49450667,0.949681593,1
